0, 373.095
10.5, 327.971
21, 290.344
31.5, 258.488
42, 231.171
52.5, 207.487
63, 186.756
73.5, 168.459
84, 152.19
94.5, 137.63
105, 124.524
115.5, 112.663
126, 101.879
136.5, 92.0312
147, 83.0026
157.5, 74.6952
168, 67.0259
178.5, 59.9239
189, 53.3285
199.5, 47.1873
210, 41.455
220.5, 36.0921
231, 31.064
241.5, 26.3402
252, 21.8941
262.5, 17.7017
273, 13.7419
283.5, 9.996
294, 6.44704
304.5, 3.0799
315, 0
325.5, 0
